time,proto,sip,sport,dip,dport,from,to,subject
2017-11-25 10:58:05,smtp,163.177.72.176,2502,10.5.71.60,25,de43e44cdb41ebcd6fbf1266c4b9f3e7@qq.com,1165@hightech.com,¸öÈË¼òÀú
2017-11-25 10:58:10,smtp,60.182.73.177,59213,10.5.71.60,25,45a8ebdb1a620fa06b4b028da4a33bc3@qq.com,1199@hightech.com,¹¶ÓñÁágouyuling¡Ú°ÄéTĞÂÆÏ¾©116498üccom£­Ô]ƒÔ¼´ËÍ38£­â@â@£º778741365ÈºÌ–£º512137592ÁùºĞ49‚ä¡Ûs00
2017-11-25 11:01:51,smtp,10.64.105.243,2419,10.5.71.60,25,1369@hightech.com,1041@hightech.com,¹¤×÷»ã±¨
2017-11-25 11:04:35,smtp,10.116.216.72,2272,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 11:07:26,smtp,10.116.216.71,1676,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:336]HOST_5XX911ed13d7bcb14c2e501f9be92cdce19
2017-11-25 11:10:28,smtp,10.116.216.71,2349,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:1642]HOST_5XXad1d661df1c8dedd33c7775eb2dd289e
2017-11-25 11:10:29,smtp,10.64.105.243,2419,10.5.71.60,25,1369@hightech.com,1398@hightech.com,²ÆÎñ±¨ÕË
2017-11-25 11:16:54,smtp,10.116.216.71,2447,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:574]HOST_5XX27ea21693fbd127e427d4ddd575d5437
2017-11-25 11:18:24,smtp,10.64.106.23,1543,10.5.71.60,25,1248@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,³É±¾¿ØÖÆ
2017-11-25 11:18:55,smtp,10.116.216.73,2626,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-25 11:20:37,smtp,10.64.105.246,2325,10.5.71.60,25,1381@hightech.com,1143@hightech.com;1434@hightech.com;1380@hightech.com;1438@hightech.com;1367@hightech.com;1355@hightech.com;1279@hightech.com;1163@hightech.com;1324@hightech.com;1304@hightech.com;1217@hightech.com,·ÖÎöÆ½Ì¨ÅäÖÃ
2017-11-25 11:20:54,smtp,111.202.126.72,1787,10.5.71.60,25,1d9a85fb3b15f665fd9cdc303d2615fe@sohu.com,1104@hightech.com,ÕÕÆ¬¡¢±í¸ñµÈ×ÊÁÏ
2017-11-25 11:21:47,smtp,10.64.105.234,1935,10.5.71.60,25,1396@hightech.com,1060@hightech.com;1359@hightech.com;1457@hightech.com;1328@hightech.com;1145@hightech.com;1306@hightech.com;1440@hightech.com;1446@hightech.com;1336@hightech.com,ÏîÄ¿¹ı³ÌÎÄµµ
2017-11-25 11:22:00,smtp,10.116.216.72,2673,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 11:25:36,smtp,10.64.105.231,2257,10.5.71.60,25,1213@hightech.com,1483@hightech.com,²ÆÎñ±¨ÕË
2017-11-25 11:27:20,smtp,60.182.126.242,53650,10.5.71.60,25,f4db2aa0b8a999c938ffaa8702d7a13b@qq.com,1101@hightech.com,ÖĞ¹úÒÆ¶¯ÌáĞÑ¡º°ÄéTĞÂÆÏ¾©ÆÚ´ıÄúµÄ¼ÓÈë-â@â@£º778684162ÈºÌ–£º252647499-Ô]ƒÔËÍ38-ÁùºĞ49-116498üccom¡»<div>Ã»ÓĞ±íÃ÷£º´æÔÚ¾ÍÊÇÊ§×ã£¬¶ñ¹ûËæºó¾ÍÖğ²½ºÍÔ½À´Ô½Ã÷ÏÔµØ±©</div><div>Ïà·ê²»Òû¿Õ¹éÈ¥£¬¶´¿ÚÌÒ»¨Ò²Ğ¦ÈË¡£</div><p>X1jUbDw7H10PSbTe</p>
2017-11-25 11:27:30,smtp,10.116.216.71,2423,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:115]HOST_5XX49c7978c4980fa043b04c773f72f4948
2017-11-25 11:27:47,smtp,10.116.216.71,1659,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:193]HOST_5XXc4a9ccd85feb8f5fc379f23e9a869da7
2017-11-25 11:28:07,smtp,10.116.216.71,2707,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:62]HOST_5XX775c40b3a6d33cfb0312d2c281ee21f1
2017-11-25 11:28:50,smtp,10.64.106.23,1559,10.5.71.60,25,1248@hightech.com,1041@hightech.com,¹¤×÷»ã±¨
2017-11-25 11:29:08,smtp,10.116.216.71,2032,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:1414]HOST_5XXdccbf7e81915a8f3148430abd9c39587
2017-11-25 11:31:16,smtp,10.116.216.72,2430,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 11:34:37,smtp,118.192.64.194,35289,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1087@hightech.com,¡¾ÏúÊÛ¾­Àí_Òø´¨¡¿ÕÅ²ıÕ½_À´×ÔÁÔÆ¸ÍøµÄºòÑ¡ÈË
2017-11-25 11:35:24,smtp,10.116.216.73,2524,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-25 11:35:57,smtp,10.116.216.71,2512,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1566]HOST_5XXace9b232ffe89af8c037998f3355fb32
2017-11-25 11:36:19,smtp,10.116.216.73,2392,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-25 11:36:27,smtp,10.64.105.217,1862,10.5.71.60,25,1172@hightech.com,1132@hightech.com;1490@hightech.com;1246@hightech.com;1466@hightech.com;1475@hightech.com;1314@hightech.com;1397@hightech.com;1436@hightech.com;1480@hightech.com;1257@hightech.com;1345@hightech.com;1477@hightech.com,Àı»á»áÒé¼ÍÒª
2017-11-25 11:36:58,smtp,222.185.184.72,49388,10.5.71.60,25,15ccccfc8ce3e90d6d3e65fe62a52edd@qq.com,1087@hightech.com,Ğ±ÍÏ¡ÚÔ]ƒÔ¼´ËÍ38¼°¹¤ÙY£ü°ÄéTĞÂÆÏ¾©116498üccom£ü£üâ@â@£º778741365vbe¹¤ÉÌĞÅÓÃ¿¨»¹¿îÌáĞÑ
2017-11-25 11:37:15,smtp,10.116.216.73,2551,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-25 11:38:19,smtp,10.116.216.71,1824,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:92]HOST_5XX660bb77285cf0a4b14e65677c9f72322
2017-11-25 11:40:35,smtp,10.116.216.71,2523,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1088]HOST_5XX19aa03d50872e1d1691298bc10de456a
2017-11-25 11:40:56,smtp,10.116.216.71,1740,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:479]HOST_5XX6d2870bf789ff246865b2bcf993d6312
2017-11-25 11:42:29,smtp,10.116.216.71,1929,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1152]HOST_5XX1cf5b7e3337e6489200fedc66c37b4a8
2017-11-25 11:45:39,smtp,10.64.105.205,2163,10.5.71.60,25,1255@hightech.com,1421@hightech.com,²ÆÎñ±¨ÕË
2017-11-25 11:45:52,smtp,10.116.216.72,2551,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 11:46:33,smtp,10.116.216.71,2306,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:380]HOST_5XX5e4be6b426f98457e94e6e0ee371ee58
2017-11-25 11:46:35,smtp,219.142.78.230,2045,10.5.71.60,25,a70222fe6358f2d781a598228967377e@sina.com,1378@hightech.com,¸öÈË¼òÀú
2017-11-25 11:46:41,smtp,10.116.216.71,1558,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:730]HOST_5XX1a81f35aea74e68d3e691f06178a9837
2017-11-25 11:47:08,smtp,10.116.216.71,2515,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:1041]HOST_5XXaf8abda9c4690a5e19019814e5ebbade
2017-11-25 11:54:22,smtp,10.116.216.72,2539,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 11:54:27,smtp,10.116.216.72,1932,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 11:55:43,smtp,123.58.177.20,4062,10.5.71.60,25,job@163.com,1487@hightech.com,ÇëÍêÉÆÄúµÄ¼òÀú£¬Ìá¸ßÇóÖ°³É¹¦ÂÊ
2017-11-25 11:56:21,smtp,10.116.216.72,1570,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 11:56:38,smtp,10.116.216.71,2047,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:319]HOST_5XXbb4550e7303d92e2d051cf179348449a
2017-11-25 11:57:43,smtp,14.17.32.47,2151,10.5.71.60,25,22c5c421a64bf75d4f71f2312f2357fa@foxmail.com,1251@hightech.com,¼òÀú
2017-11-25 11:57:48,smtp,10.116.216.71,1930,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1537]HOST_5XX1e24b0670e4f84c51eca06faf0139822
2017-11-25 11:59:17,smtp,10.116.216.71,1560,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1091]HOST_5XX1a81f35aea74e68d3e691f06178a9837
2017-11-25 11:59:18,smtp,10.116.216.72,2281,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 11:59:38,smtp,10.116.216.71,2690,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1379]HOST_5XX9e627c5e03906b3eeaaff458bcb0021a
2017-11-25 11:59:57,smtp,10.116.216.71,2331,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:351]HOST_5XX14a6cbf74477307b9ce8c5ad45b44c85
2017-11-25 12:00:01,smtp,125.112.226.59,61205,10.5.71.60,25,f84d7066e27ff1c0a29d70f6cf233ba1@qq.com,1060@hightech.com,Ìø½ø»ÆºÓÏ´²»Çå£¼°ÄéTĞÂÆÏ¾©116498üccom£üÈºÌ–£º512137592£üâ@â@£º778741365£üÈºÌ–£º512137592£ü•r•r9.88‚ä£¾×ŞÜ°Çì
2017-11-25 12:00:47,smtp,222.189.244.116,60993,10.5.71.60,25,6ab052edb71b272fb6954a628f031825@qq.com,1092@hightech.com,³ÌĞòÂß¼­µ¥danÔª¡²¡²°ÄéTĞÂÆÏ¾©ÒÑÙ›ËÍ38¼tŒšµ½ÄúÙ~‘ôÉÏ-Ìí¼Óâ@â@£º778684162îIÈ¡-ÁùºĞ49-Œ•r9.88¡³¡³ÉêÍ¨¿ìµİµ½»õÌáĞÑ
2017-11-25 12:01:06,smtp,10.116.216.71,2646,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:109]HOST_5XX9c5681822a54ae6081661de26d21cad5
2017-11-25 12:01:11,smtp,10.116.216.71,2424,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:789]HOST_5XX9724f25d7d115fd471e8f4f128238f28
2017-11-25 12:01:11,smtp,10.64.106.24,1672,10.5.71.60,25,1277@hightech.com,1098@hightech.com,×Ü½á
2017-11-25 12:02:43,smtp,10.116.216.71,2148,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:937]HOST_5XX4c02bed2518fe5aee581124932135e94
2017-11-25 12:03:01,smtp,10.116.216.71,1811,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:442]HOST_5XXdb620c9e54710de78d6a23528f741296
2017-11-25 12:03:34,smtp,10.116.216.71,1868,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:130]HOST_5XXc3ed4ff2d6ab611fec2db3fe4177f41b
2017-11-25 12:04:14,smtp,10.116.216.71,2421,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:218]HOST_5XXf2f8f4a450ec44d9c92a48d8d812d917
2017-11-25 12:04:42,smtp,10.116.216.73,1568,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-25 12:04:48,smtp,10.116.216.71,2156,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1271]HOST_5XXf7b81e5a9005329acc4f5f0004c57ee5
2017-11-25 12:05:28,smtp,10.116.216.71,2403,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:1042]HOST_5XX69e42ae8fe45b0003be0f337df3f4d1e
2017-11-25 12:05:39,smtp,10.116.216.72,2407,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 12:05:42,smtp,10.116.216.71,2338,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:808]HOST_5XXac8873a555701b6920e67f380042ec36
2017-11-25 12:07:10,smtp,10.116.216.71,2177,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:293]HOST_5XX9724f25d7d115fd471e8f4f128238f28
2017-11-25 12:07:16,smtp,10.64.105.217,1871,10.5.71.60,25,1172@hightech.com,1132@hightech.com;1490@hightech.com;1246@hightech.com;1466@hightech.com;1475@hightech.com;1314@hightech.com;1397@hightech.com;1436@hightech.com;1480@hightech.com;1257@hightech.com;1345@hightech.com;1477@hightech.com,¼¼Êõ·ÖÏí°²ÅÅ
2017-11-25 12:08:06,smtp,10.116.216.73,2105,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-25 12:10:27,smtp,10.116.216.71,1936,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:691]HOST_5XX1a81f35aea74e68d3e691f06178a9837
2017-11-25 12:11:57,smtp,10.116.216.71,1743,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:188]HOST_5XXc2a6ec66621156404e553dd325d22cad
2017-11-25 12:14:56,smtp,10.64.105.122,2532,10.5.71.60,25,1186@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,»á¼ÆºËËã
2017-11-25 12:15:10,smtp,222.189.244.116,61896,10.5.71.60,25,42fd2744a3c50d43b83609d2912c7df6@qq.com,1115@hightech.com,ÅÓ¼ÓÒÔ¡¾ÁùºĞ49-Œ•r9.88-°ÄéTĞÂÆÏ¾©ÆÚ´ıÄúµÄ¼ÓÈë-â@â@£º778684162-Ô]ƒÔËÍ38¡¿ÁºÜ¿İæ
2017-11-25 12:16:49,smtp,10.116.216.71,2496,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1308]HOST_5XXd6e8fa49a2e80cdf8a49eccc93a72a39
2017-11-25 12:17:31,smtp,10.116.216.71,1783,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:334]HOST_5XXef84dbd2665020cab34093efcb167437
2017-11-25 12:17:50,smtp,10.116.216.71,1861,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:294]HOST_5XX9c5681822a54ae6081661de26d21cad5
2017-11-25 12:19:20,smtp,10.116.216.71,1744,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:709]HOST_5XX9e366f07f4e7b650a625d3dc158016f0
2017-11-25 12:19:20,smtp,10.116.216.72,2435,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 12:19:49,smtp,14.17.32.47,1754,10.5.71.60,25,8733d9cc5ed4a1adb23b3bd6b2ba5472@foxmail.com,1435@hightech.com,ÏîÄ¿Ïà¹Ø
2017-11-25 12:20:38,smtp,10.116.216.71,1876,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:170]HOST_5XXd966e2914b5468307dcec56d08346688
2017-11-25 12:20:52,smtp,10.64.105.231,2261,10.5.71.60,25,1213@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,×Ê½ğ
2017-11-25 12:21:39,smtp,222.185.184.72,51555,10.5.71.60,25,a439bdf3f4d418edce4bdd0ca4f4f7f9@qq.com,1092@hightech.com,Á½´¦ÏĞ³î¡ÚÆÚ´ıÄúµÄ¼ÓÈë¡Á°ÄéTĞÂÆÏ¾©116498üccom£­Ô]ƒÔ¼´ËÍ38£­â@â@£º778684162ÈºÌ–£º512137592¡Û±ğÆÖÀğÓãºÎÈÕµ½
2017-11-25 12:21:48,smtp,10.116.216.71,1559,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:391]HOST_5XXe58b6fb92d1d5136c90f0f2d0f6d9e20
2017-11-25 12:21:49,smtp,10.116.216.73,1865,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-25 12:23:37,smtp,10.64.106.8,2424,10.5.71.60,25,1312@hightech.com,de19e4c5127febacdadd7ba1e7fee4bf@sohu.com,¸´ÊÔÍ¨Öª
2017-11-25 12:24:20,smtp,163.177.72.176,2184,10.5.71.60,25,a09259bc81ea15f92398982c34aa94b3@qq.com,1499@hightech.com,¸öÈË×ÊÁÏ
2017-11-25 12:25:20,smtp,58.217.77.187,57866,10.5.71.60,25,6f829932521855b17566f9d4a2004904@avl.com.cn,1228@hightech.com,terry_tang£ºÃæÊÔ¹ı³ÌÖĞÈçºÎ×öµ½¾«×¼¡¢¸ßĞ§£¿21:45:34
2017-11-25 12:25:41,smtp,10.116.216.72,2532,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 12:27:15,smtp,60.182.126.242,52600,10.5.71.60,25,49f4728d4fc1e82f1048dbc983071bfe@qq.com,1092@hightech.com,¶ÅÏÈ¡º¼t°ü´óŸâ@â@£º778684162¡§38Ôª¼t°úÒÑ½›éÄúÌí¼ÓÈºÌ–£º252647499¡§°ÄéTĞÂÆÏ¾©¡§PK¢â-9.88¡»É±ÈË²»¼ûÑª
2017-11-25 13:34:17,smtp,163.177.72.176,3278,10.5.71.60,25,578dccf80441542ec3048eead18e6673@qq.com,1312@hightech.com,¸öÈË×ÊÁÏ
2017-11-25 13:40:08,smtp,10.64.106.23,2200,10.5.71.60,25,1248@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,×Ê½ğ
2017-11-25 13:41:02,smtp,10.64.105.243,3296,10.5.71.60,25,1369@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,²ÆÎñ·ÖÎö
2017-11-25 13:51:26,smtp,10.116.216.72,2881,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 13:53:03,smtp,10.116.216.72,2753,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 13:53:42,smtp,10.64.105.43,3045,10.5.71.60,25,1124@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,²ÆÎñ·ÖÎö
2017-11-25 14:00:56,smtp,10.116.216.71,3231,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:68]HOST_5XXcb5ea91bd5d98eafa37816f9ff063a35
2017-11-25 14:01:51,smtp,10.116.216.71,2626,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:42]HOST_5XXff1a92e9c4788a4a976f3b8c4bf6ed8c
2017-11-25 14:03:06,smtp,10.116.216.71,3219,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:546]HOST_5XXe58b6fb92d1d5136c90f0f2d0f6d9e20
2017-11-25 14:03:33,smtp,10.116.216.71,2966,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:665]HOST_5XXff1a92e9c4788a4a976f3b8c4bf6ed8c
2017-11-25 14:05:26,smtp,10.116.216.72,3223,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 14:07:56,smtp,10.64.105.205,2899,10.5.71.60,25,1255@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,³É±¾¿ØÖÆ
2017-11-25 14:10:07,smtp,10.116.216.72,2488,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 14:10:27,smtp,10.64.106.29,3729,10.5.71.60,25,1433@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,¸£Àû±£ÕÏ
2017-11-25 14:11:23,smtp,10.116.216.71,3137,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:596]HOST_5XXa394e93a8631015b7e9811b98ab7bef9
2017-11-25 14:11:38,smtp,10.64.106.29,3733,10.5.71.60,25,1433@hightech.com,33162a330806e6ffa6974d57547616a8@qq.com,¸´ÊÔÍ¨Öª
2017-11-25 14:13:44,smtp,125.109.195.199,51268,10.5.71.60,25,482409f40ca84e99f896622f2a6a746e@qq.com,1079@hightech.com,57æ¾³î–è›æ°¸î–åˆ©331498ç‚¹C0Mé‚€æ‚¨æ³¨î–å†Œé€58ç›ˆ5â’0æä¸“å‘˜Q371735198é¢†
2017-11-25 14:14:14,smtp,10.116.216.71,2629,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:412]HOST_5XXd09c6c3d1071b8ccbb64995d902966de
2017-11-25 14:15:07,smtp,10.116.216.71,2290,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:882]HOST_5XXffa40fe5ad57bdf0117680acc437a162
2017-11-25 14:16:03,smtp,60.182.73.177,55365,10.5.71.60,25,1404d17142f2d026bd423e3bba9e6c5b@qq.com,1079@hightech.com,×ÜÃçÊıxc¡ÚÆÚ´ıÄúµÄ¼ÓÈë¡Á°ÄéTĞÂÆÏ¾©116498üccom£­Ô]ƒÔ¼´ËÍ38£­â@â@£º778741365¡Ûframing
2017-11-25 14:17:49,smtp,10.116.216.71,2205,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:838]HOST_5XXa28ed6771ef2ee7acbd4e4ead4c08fbd
2017-11-25 14:21:37,smtp,10.116.216.71,2621,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:1219]HOST_5XX40861643441fa09059e1861600bec332
2017-11-25 14:21:59,smtp,125.117.51.204,60587,10.5.71.60,25,59adf12d8d115d31bce1a78bb0d193ba@qq.com,1207@hightech.com,ÅíÔÚ¡Ú°ÄéTĞÂÆÏ¾©116498üccom£­Ô]ƒÔ¼´ËÍ38£­â@â@£º778684162ÈºÌ–£º512137592ÁùºĞ49‚ä¡ÛÈËÇéÊÀ¹Ê
2017-11-25 14:23:11,smtp,10.64.106.24,2726,10.5.71.60,25,1277@hightech.com,7d1d437dbe55dc20db3efe9c89347780@foxmail.com,¼¼Êõ·ÖÏí¼°Ì½ÌÖ
2017-11-25 14:23:53,smtp,10.116.216.71,2480,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:738]HOST_5XXe1e55c2c511a4b23d2f5ad0c336b5c9c
2017-11-25 14:24:31,smtp,10.64.105.217,2405,10.5.71.60,25,1172@hightech.com,1132@hightech.com;1490@hightech.com;1246@hightech.com;1466@hightech.com;1475@hightech.com;1314@hightech.com;1397@hightech.com;1436@hightech.com;1480@hightech.com;1257@hightech.com;1345@hightech.com;1477@hightech.com,Àı»á»áÒé¼ÍÒª
2017-11-25 14:29:26,smtp,10.116.216.72,3133,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
