time,proto,sip,sport,dip,dport,from,to,subject
2017-11-05 16:04:39,smtp,10.116.216.72,2593,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 16:05:45,smtp,10.64.106.43,2979,10.5.71.60,25,1363@hightech.com,b5c90f0f1b0202e341d1da1cdd670873@sina.com,公司简介
2017-11-05 16:08:59,smtp,111.202.126.72,3251,10.5.71.60,25,8006e4393505e2f3d151f62a0c76cfb7@sohu.com,1041@hightech.com,财务
2017-11-05 16:15:05,smtp,10.116.216.72,2589,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 16:20:03,smtp,10.116.216.71,2575,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:409]HOST_5XX9f07caa76e0dbcc71704bdea33dd6426
2017-11-05 16:21:46,smtp,10.116.216.73,2949,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-05 16:28:27,smtp,10.116.216.72,3072,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 16:28:39,smtp,222.189.247.148,60410,10.5.71.60,25,cd1a8a7c4c3a93bb48af2586b3214f0b@qq.com,1207@hightech.com,钟禹『紅包大師釦釦：778684162¨38元紅苞已經為您添加群號：252647499¨澳門新葡京¨PK⑩-9.88』完璧归赵
2017-11-05 16:42:33,smtp,10.116.216.71,3125,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:86]HOST_5XX9c5681822a54ae6081661de26d21cad5
2017-11-05 16:48:40,smtp,10.116.216.71,2951,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1221]HOST_5XX36ad2779bcd2f20f50edcdd3e15138fc
2017-11-05 16:49:47,smtp,10.116.216.71,3112,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:300]HOST_5XXa3bce24dce0d2a2acb70dc6280d24fc5
2017-11-05 16:57:41,smtp,10.116.216.71,3745,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:143]HOST_5XX0b8f3c9d3e7b178ba692d46e94ed9652
2017-11-05 16:58:42,smtp,10.116.216.71,2581,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:501]HOST_5XX7fbd1c3de59399a68160ec309b25bc04
2017-11-05 17:00:07,smtp,10.116.216.71,2968,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:709]HOST_5XX9e366f07f4e7b650a625d3dc158016f0
2017-11-05 17:04:34,smtp,10.116.216.71,3217,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:501]HOST_5XX10d4d6825d0663e167e5252d6dc8c9a0
2017-11-05 17:10:02,smtp,10.116.216.71,3264,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:902]HOST_5XX1a11678e7b8e15b0d84474c845cc0847
2017-11-05 17:15:02,smtp,10.116.216.71,2940,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:94]HOST_5XXf4878945bef8c6b245eb59496461173a
2017-11-05 17:21:29,smtp,10.116.216.71,3196,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1223]HOST_5XXd6e8fa49a2e80cdf8a49eccc93a72a39
2017-11-05 17:23:55,smtp,10.116.216.71,3749,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1363]HOST_5XX4b469f47379808aa28b6b40a47cf9d43
2017-11-05 17:27:42,smtp,10.116.216.71,3141,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:221]HOST_5XX8ef49f0720bba83dc429e0278d78838e
2017-11-05 17:28:27,smtp,10.64.106.24,3227,10.5.71.60,25,1277@hightech.com,1098@hightech.com;1343@hightech.com;1127@hightech.com;1496@hightech.com;1334@hightech.com,软件开发文档
2017-11-05 17:42:50,smtp,10.116.216.72,2599,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 17:52:25,smtp,10.116.216.71,3038,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:892]HOST_5XXd09c6c3d1071b8ccbb64995d902966de
2017-11-05 18:00:00,smtp,10.116.216.71,3742,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1090]HOST_5XX53d31496395ebe2e1f7a471216064066
2017-11-05 18:07:30,smtp,10.116.216.71,2989,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:29]HOST_5XX23ed21adc7493f461507f0964ea4510f
2017-11-05 18:11:10,smtp,10.116.216.72,2575,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 18:17:30,smtp,122.247.85.76,50500,10.5.71.60,25,1abc3e2d4c37441ce8690a310fc04306@qq.com,1096@hightech.com,衣润费炉烟≮澳門新葡京116498點com｜註冊即送38及工資｜釦釦：778684162｜群號：512137592｜時時9.88備?鞠躬尽力死而后已
2017-11-05 18:23:19,smtp,10.64.105.187,2333,10.5.71.60,25,1152@hightech.com,1154@hightech.com;1176@hightech.com;1315@hightech.com;1420@hightech.com,需求与原型
2017-11-05 18:31:22,smtp,10.116.216.71,2944,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:652]HOST_5XXbf1272a1229af18d8a4080e570c9f27f
2017-11-05 18:32:10,smtp,10.116.216.71,2948,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:767]HOST_5XX124c7fec24829c8ebd7c4ea7528f81f0
2017-11-05 18:44:03,smtp,125.117.51.204,60078,10.5.71.60,25,589df27b6bd59f5e5d50c346280b6377@qq.com,1057@hightech.com,老村≮註冊即送38及工資｜澳門新葡京116498點com｜群號：512137592｜釦釦：778684162编址
2017-11-05 18:48:07,smtp,10.116.216.73,2417,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-05 18:56:18,smtp,125.112.225.185,64270,10.5.71.60,25,0e0d0704af46bdb3affdcf50f9b2c9ee@qq.com,1057@hightech.com,顺丰快递到货提醒≮澳門新葡京116498點com－註冊即送38－釦釦：778684162群號：252647499六盒49備≯000000000000000000
2017-11-05 19:11:58,smtp,10.64.106.10,2583,10.5.71.60,25,1499@hightech.com,6a3b63738b316210214669f0f802e431@sohu.com,公司简介
2017-11-05 19:18:48,smtp,115.213.99.80,49178,10.5.71.60,25,ed03b5142204f84625b4c309f712cec8@qq.com,1058@hightech.com,00000zc≮澳門新葡京116498點com｜註冊即送38及工資｜釦釦：778741365｜群號：252647499六盒49備?潘富豪panfuhao
2017-11-05 19:20:42,smtp,10.116.216.71,3259,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:184]HOST_5XX6f9846b1bc3d10fcecc38529422c72ca
